N	Total Time	Average CPE
358	11726	32.75
359	11788	32.84
360	11829	32.86
361	11854	32.84
362	12358	34.14
363	12391	34.13
364	12613	34.65
365	12564	34.42
366	13130	35.87
367	14973	40.80
368	14921	40.55
369	12284	33.29
370	12247	33.10
371	12290	33.13
372	12319	33.12
373	12371	33.17
374	12401	33.16
375	12463	33.23
376	12501	33.25
377	12554	33.30
378	12600	33.33
379	12632	33.33
380	12678	33.36
381	12714	33.37
382	12747	33.37
383	13058	34.09
384	12847	33.46
385	12896	33.50
386	12948	33.54
387	12979	33.54
388	13026	33.57
389	13060	33.57
390	13097	33.58
391	13165	33.67
392	13204	33.68
393	13232	33.67
394	13276	33.70
395	13604	34.44
396	13422	33.89
397	13485	33.97
398	13527	33.99
399	13619	34.13
400	14080	35.20
401	14317	35.70
402	13833	34.41
403	13819	34.29
404	13828	34.23
405	13862	34.23
406	14006	34.50
407	13898	34.15
408	14043	34.42
409	15094	36.90
410	14391	35.10
411	15425	37.53
412	15041	36.51
413	15624	37.83
414	14681	35.46
415	14766	35.58
416	15186	36.50
417	14379	34.48
418	14432	34.53
419	14506	34.62
420	14534	34.60
421	14576	34.62
422	14619	34.64
423	14663	34.66
424	14697	34.66
425	14729	34.66
426	14810	34.77
427	14879	34.85
428	14929	34.88
429	14976	34.91
430	15015	34.92
431	15119	35.08
432	15301	35.42
433	15141	34.97
434	15198	35.02
435	15256	35.07
436	15522	35.60
437	15465	35.39
438	15422	35.21
439	15464	35.23
440	15495	35.22
441	15591	35.35
442	15673	35.46
443	15808	35.68
444	15829	35.65
445	15798	35.50
446	15857	35.55
447	15840	35.44
448	15892	35.47
449	15935	35.49
450	15998	35.55
451	16013	35.51
452	16086	35.59
453	16145	35.64
454	16420	36.17
455	16248	35.71
456	16267	35.67
457	16342	35.76
458	16401	35.81
459	16450	35.84
460	16510	35.89
461	16545	35.89
462	16603	35.94
463	16650	35.96
464	16694	35.98
465	16752	36.03
466	16796	36.04
467	16858	36.10
468	16887	36.08
469	16953	36.15
470	16978	36.12
471	17029	36.15
472	17103	36.24
473	17127	36.21
474	17233	36.36
475	17593	37.04
476	17309	36.36
477	17369	36.41
478	17404	36.41
479	19321	40.34
480	17493	36.44
481	17536	36.46
482	17580	36.47
483	17629	36.50
484	17708	36.59
485	17764	36.63
486	21088	43.39
487	18070	37.10
488	17894	36.67
489	17935	36.68
490	18003	36.74
491	18494	37.67
492	18620	37.85
493	18272	37.06
494	18864	38.19
495	18403	37.18
496	18395	37.09
497	18867	37.96
498	18790	37.73
499	19040	38.16
500	18916	37.83
501	19008	37.94
502	18838	37.53
503	18832	37.44
504	18812	37.33
505	26374	52.23
506	26620	52.61
507	21507	42.42
508	19089	37.58
509	19353	38.02
510	19173	37.59
511	19372	37.91
512	19257	37.61
513	18608	36.27
514	18665	36.31
515	18700	36.31
516	18426	35.71
517	18629	36.03
518	18814	36.32
519	19254	37.10
520	18901	36.35
521	18798	36.08
522	19402	37.17
523	22406	42.84
524	18894	36.06
525	18867	35.94
526	19041	36.20
527	19109	36.26
528	20705	39.21
529	19069	36.05
530	19104	36.05
531	19146	36.06
532	20227	38.02
533	24860	46.64
534	22419	41.98
535	22338	41.75
536	26709	49.83
537	27848	51.86
538	19905	37.00
539	21238	39.40
540	20809	38.54
541	21941	40.56
542	21617	39.88
543	22092	40.69
544	22134	40.69
545	22205	40.74
546	22262	40.77
547	22677	41.46
548	21755	39.70
549	21457	39.08
550	21848	39.72
551	20798	37.75
552	21135	38.29
553	20418	36.92
554	20479	36.97
555	20544	37.02
556	20759	37.34
557	20636	37.05
558	20728	37.15
559	20787	37.19
560	20887	37.30
561	20907	37.27
562	20943	37.27
563	20962	37.23
564	21030	37.29
565	21410	37.89
566	21750	38.43
567	21476	37.88
568	21569	37.97
569	21550	37.87
570	21450	37.63
571	21552	37.74
572	21800	38.11
573	21860	38.15
574	21720	37.84
575	21768	37.86
576	21821	37.88
577	21900	37.95
578	21957	37.99
579	22017	38.03
580	22073	38.06
581	22134	38.10
582	22200	38.14
583	22251	38.17
584	22300	38.18
585	22367	38.23
586	22468	38.34
587	22542	38.40
588	22703	38.61
589	22708	38.55
590	22715	38.50
591	22786	38.55
592	22855	38.61
593	22880	38.58
594	22956	38.65
595	23289	39.14
596	23066	38.70
597	23126	38.74
598	23165	38.74
599	23230	38.78
600	23317	38.86
601	23335	38.83
602	23416	38.90
603	23501	38.97
604	23703	39.24
605	23615	39.03
606	23676	39.07
607	23743	39.12
608	23806	39.15
609	23854	39.17
610	23927	39.22
611	23994	39.27
612	24065	39.32
613	24107	39.33
614	24154	39.34
615	24214	39.37
616	24270	39.40
617	24327	39.43
618	24463	39.58
619	24452	39.50
620	24504	39.52
621	24589	39.60
622	24665	39.65
623	24719	39.68
624	24804	39.75
625	24834	39.73
626	24853	39.70
627	24908	39.73
628	24962	39.75
629	25031	39.79
630	25092	39.83
631	25146	39.85
632	25213	39.89
633	25384	40.10
634	25351	39.99
635	25422	40.03
636	25537	40.15
637	25537	40.09
638	25570	40.08
639	25626	40.10
640	25683	40.13
641	25756	40.18
642	25801	40.19
643	25857	40.21
644	25961	40.31
645	26020	40.34
646	26049	40.32
647	26260	40.59
648	26165	40.38
649	26300	40.52
650	26366	40.56
651	26345	40.47
652	26435	40.54
653	26478	40.55
654	26528	40.56
655	26618	40.64
656	26641	40.61
657	26706	40.65
658	26766	40.68
659	26902	40.82
660	26949	40.83
661	27009	40.86
662	27043	40.85
663	27105	40.88
664	27147	40.88
