N	Total Time	Average CPE
906	12086	13.34
907	12007	13.24
908	12059	13.28
909	12013	13.22
910	12050	13.24
911	12062	13.24
912	12055	13.22
913	12064	13.21
914	12088	13.23
915	12131	13.26
916	12108	13.22
917	12134	13.23
918	12162	13.25
919	12151	13.22
920	12174	13.23
921	12185	13.23
922	12194	13.23
923	12308	13.33
924	12223	13.23
925	13079	14.14
926	12241	13.22
927	12257	13.22
928	12270	13.22
929	12327	13.27
930	12299	13.22
931	12328	13.24
932	12326	13.23
933	12415	13.31
934	12375	13.25
935	12369	13.23
936	12378	13.22
937	12408	13.24
938	12409	13.23
939	13293	14.16
940	13973	14.86
941	12453	13.23
942	12457	13.22
943	12492	13.25
944	12494	13.24
945	12533	13.26
946	12514	13.23
947	12621	13.33
948	13626	14.37
949	12632	13.31
950	12588	13.25
951	12591	13.24
952	12602	13.24
953	12617	13.24
954	12629	13.24
955	12643	13.24
956	12662	13.24
957	12671	13.24
958	12669	13.22
959	12711	13.25
960	12700	13.23
961	12734	13.25
962	12746	13.25
963	12728	13.22
964	12759	13.24
965	12770	13.23
966	12858	13.31
967	12891	13.33
968	12785	13.21
969	12826	13.24
970	12838	13.24
971	12860	13.24
972	12865	13.24
973	12878	13.24
974	12884	13.23
975	12898	13.23
976	12899	13.22
977	12984	13.29
978	12942	13.23
979	12957	13.23
980	12956	13.22
981	15403	15.70
982	12999	13.24
983	13027	13.25
984	13017	13.23
985	13040	13.24
986	13027	13.21
987	13050	13.22
988	13145	13.30
989	13093	13.24
990	13097	13.23
991	14092	14.22
992	13143	13.25
993	13123	13.22
994	13151	13.23
995	13169	13.24
996	13170	13.22
997	13194	13.23
998	13252	13.28
999	13202	13.22
1000	14754	14.75
1001	13230	13.22
1002	13245	13.22
1003	13277	13.24
1004	13304	13.25
1005	13299	13.23
1006	14175	14.09
1007	13308	13.22
1008	13336	13.23
1009	13413	13.29
1010	13368	13.24
1011	13371	13.23
1012	13395	13.24
1013	13402	13.23
1014	13428	13.24
1015	13418	13.22
1016	13440	13.23
1017	13447	13.22
1018	13486	13.25
1019	14418	14.15
1020	14226	13.95
1021	13524	13.25
1022	13527	13.24
1023	13546	13.24
1024	13558	13.24
1025	13564	13.23
1026	13579	13.23
1027	13585	13.23
1028	13604	13.23
1029	13625	13.24
1030	13621	13.22
1031	13711	13.30
1032	13663	13.24
1033	13676	13.24
1034	13684	13.23
1035	13699	13.24
1036	16175	15.61
1037	13730	13.24
1038	13731	13.23
1039	13764	13.25
1040	13808	13.28
1041	13777	13.23
1042	13793	13.24
1043	13801	13.23
1044	13814	13.23
1045	13829	13.23
1046	13860	13.25
1047	13861	13.24
1048	13868	13.23
1049	13873	13.22
1050	13973	13.31
1051	13920	13.24
1052	14671	13.95
1053	14025	13.32
1054	14438	13.70
1055	14004	13.27
1056	13976	13.23
1057	13972	13.22
1058	14030	13.26
1059	14004	13.22
1060	14093	13.30
1061	14033	13.23
1062	14155	13.33
1063	14074	13.24
1064	14073	13.23
1065	14088	13.23
1066	14118	13.24
1067	14113	13.23
1068	14138	13.24
1069	14152	13.24
1070	14146	13.22
1071	14200	13.26
1072	14179	13.23
1073	14202	13.24
1074	14207	13.23
1075	14215	13.22
1076	14242	13.24
1077	14263	13.24
1078	14258	13.23
1079	14274	13.23
1080	14276	13.22
1081	14310	13.24
1082	14302	13.22
1083	14324	13.23
1084	15062	13.89
1085	14379	13.25
1086	14370	13.23
1087	14393	13.24
1088	14406	13.24
1089	14420	13.24
1090	14434	13.24
1091	14450	13.24
1092	14453	13.24
1093	14466	13.24
1094	14471	13.23
1095	14496	13.24
1096	14485	13.22
1097	14527	13.24
1098	14529	13.23
1099	14553	13.24
1100	15264	13.88
1101	14575	13.24
1102	14564	13.22
1103	14597	13.23
1104	14581	13.21
1105	14629	13.24
1106	14635	13.23
1107	14665	13.25
1108	14665	13.24
1109	15417	13.90
1110	14701	13.24
1111	14687	13.22
1112	14713	13.23
1113	14727	13.23
1114	14749	13.24
1115	14764	13.24
1116	14787	13.25
1117	14797	13.25
1118	14806	13.24
1119	14908	13.32
1120	14800	13.21
1121	18052	16.10
1122	14874	13.26
1123	14841	13.22
1124	14893	13.25
1125	14880	13.23
1126	14880	13.21
1127	14918	13.24
1128	14978	13.28
1129	14936	13.23
